doc_id,text,processed_text
1756,"Do we have telescopes powerful enough nowadays to see the man-made objects left on the moon by the Apollo missions, proving 100% that humans did in fact land there?",telescop power enough nowaday see man made object left moon apollo mission prove human fact land
1757,Is there any architectural complex/center/forum/hub anywhere in the world? As a third space.,architectur complex center forum hub anywher world third space
1758,Is there any online software available for calculating the time and space complexity of a Java program in Big O?,onlin softwar avail calcul time space complex java program big
1759,How many keywords are there in AutoHotkey Scripting Programming Language in the latest version?,mani keyword autohotkey script program languag latest version
1760,How many keywords are there in AutoIt script programming language in the latest version?,mani keyword autoit script program languag latest version
1761,What is the hardest thing(s) about raising children in Ukraine?,hardest thing rais children ukrain
1762,What is the hardest thing(s) about raising children in Mexico?,hardest thing rais children mexico
1763,What is the best source to learn stock market online?,best sourc learn stock market onlin
1764,What is the best presentation software for you tube video making (both paid and free)?,best present softwar tube video make paid free
1765,Why does India sabotage and badmouth all economic projects which its neighbouring counries have in the world?,india sabotag badmouth econom project neighbour counri world
1766,Why does India always sabotage and badmouth all economic projects Pakistan have with other countries in the world?,india alway sabotag badmouth econom project pakistan countri world
1767,What does a wet vagina feel like for a man?,wet vagina feel like man
1768,Why does it feel like there is a ball in my vagina?,feel like ball vagina
1769,Will Thursday Night Football increase ratings for CBS on Thursday nights rather than the Big Bang Theory?,thursday night footbal increas rate cb thursday night rather big bang theori
1770,Why is The Big Bang Theory (TV series) so popular? Why is it so popular with mainstream viewers?,big bang theori seri popular popular mainstream viewer
1771,How can I grow taller at 17?,grow taller
1772,How can you increase your height?,increas height
1773,Have you ever been fired?,ever fire
1774,Have you ever been fired? How did you deal with it?,ever fire deal
1775,How on earth would I dress like a workout guy from the year 1990 in the summer?,earth would dress like workout guy year summer
1776,How would I dress like a workout guru from the year 1990 in the summer?,would dress like workout guru year summer
1777,My girlfriend has stopped talking to me. What should I do?,girlfriend stop talk
1778,My girlfriend is not talking to me. What should I do?,girlfriend talk
1779,What will the real estate look like now after the 500 and 1000 scraping?,real estat look like scrape
1780,How will abolishing Rs. 500 and Rs. 1000 notes affect the real estate businesses in India?,abolish note affect real estat busi india
1781,What are the best interview questions ever asked?,best interview question ever ask
1782,What are the best interview questions to ask?,best interview question ask
1783,I trust people very quickly and as a result always have been betrayed? What do I do not to trust people and still hold the relation simple?,trust peopl quickli result alway betray trust peopl still hold relat simpl
1784,Do you think trusting other people is wise enough after being betrayed by someone else?,think trust peopl wise enough betray someon els
1785,Who are the best headhunters in Mumbai?,best headhunt mumbai
1786,Who are the best headhunters?,best headhunt
1787,What is the DHP vaccine for dogs for? Is it necessary?,dhp vaccin dog necessari
1788,Can rabies vaccine for humans be used for dog?,rabi vaccin human use dog
1789,What are the differences between Asia and Africa? What are the similarities?,differ asia africa similar
1790,What is difference between Cableway and Ropeway?,differ cableway ropeway
1791,Has wizard magic been scientifically tested?,wizard magic scientif test
1792,Have mages been scientifically tested?,mage scientif test
1793,Why is contract law important?,contract law import
1794,Why is maritime law so important?,maritim law import
1795,When will moto G3 (Moto G 3rd gen 2015) get Android 7.0 (Nougat) update?,moto moto gen get android nougat updat
1796,How long will I get OS updates on moto g3?,long get updat moto
1797,Prove that SNR of power = (SNR of voltage) sequare?,prove snr power snr voltag sequar
1798,Do you get paid when you do fight companions on the JRE or is it just for fun/exposure?,get paid fight companion jre fun exposur
1799,What are the best riddles by the Riddler (Batman)?,best riddl riddler batman
1800,Who was the best villain in the Nolan Batman films?,best villain nolan batman film
1801,Why there is so much nudity content in Game of Thrones?,much nuditi content game throne
1802,Why is there so much nudity in the Game of Thrones TV Series?,much nuditi game throne seri
1804,How can i get more follower on my blog?,get follow blog
1805,I have only 2 months for my CA CPT exams how do I prepare?,month cpt exam prepar
1806,I want to crack CA CPT in 2 months. How should I study?,want crack cpt month studi
1807,What programming language should I learn if I want to do a 2D MMORPG game?,program languag learn want mmorpg game
1808,Which programming language should I learn if I want to develop gaming apps?,program languag learn want develop game app
1809,What is your view on the recent demonetization in India?,view recent demonet india
